hajagiree	हजगिरी
chipadohar	छिपादोहर
guatamala	ग्वाटेमाला
ambika	अंबिका
bahreen	बहरीन
terlaan	टेलॉन
bhadravati	भद्रावती
mytrii	मैत्री
jayavant	जयवंत
toyeren	टोएरे
exfo	ईएक्सएफ़ओ
alan	एलन
dhekne	ढेकणे
show	चलता
memo	पुर्ज़ा
majahab	मजहब
lion	शेर
of	का
claw	पंजा
bhimal	भीमल
orteig	ऑर्टेग
engineering	इंजीनियरिंग
lohgad	लोहगढ़
ashley	एशले
mallet	मैलेट
dvijavahan	द्विजवाहन
mr.	श्री
ramakrishna	रामकृष्ण
vidyashala	व‍िद्याशाला
mysore	मैसूर
prize	प्राइज़
avatar	अवतार
deharabaad	देहराबाद
resham	रेशम
key	की
dori	डोरी
fort	फोर्ट
maiden	मैंडन
serem	सेरम
yaachit	याचित
answer	जवाब
we	हम
will	देंगे
akmal	अकमाल
baluran	बालुरान
uzma	उज़्मा
nisal	निसल
fernando	फर्नेंडो
high	हाई
point	पॉइंट
triveni	त्रिवेणी
indrajeet	इन्द्रजीत
linaeve	लिनाएव
jivin	जिविन
jalaput	जालापुत
khatavkar	खटावकर
jpan	जपान
airlines	एयरलाइंस
leigna	लैग़ना
foudre	फॉडर
faank	फॉक
aajaa	आजा
rey	रे
o	ओ
sajana	सजना
aalhad	आल्हाद
kameng	कामेंग
abdul	अब्दुल
vaheed	वहीद
bansi	बंसी
avaneendra	अवनींद्र
irfan	इरफान
fazil	फाज़िल
bedredeen	बेद्रेद्दीन
talakkad	तलक्कड
chotee	छोटी
chotee	छोटी
baten	बातें
ankola	अंकोला
keynoshaa	केनोशा
baybal	बायबल
aadarsh	आदर्श
amitiyoti	अमितियोति
anokha	अनोखा
prem	प्रेम
manchalee	मनचली
kesar	केसर
gurudwara	गुरूद्वारा
kalgeedhar	कलगीधर
vedvyas	वेदव्यास
rocket	रॉकेट
torjan	टार्ज़न
bilva	बिल्व
geranium	जेरेनियम
tijukaa	तिजुका
saavan	सावन
ko	को
aane	आने
do	दो
vinnee	विन्नी
fort	फोर्ट
clatsop	क्लैटसॉप
dhinoj	धिनोज
kuhaylah	कुहयलाह
a	किसी
of	से
not	न
say	कहना
pandey	पांडे
dildarangar	दिलदारनगर
rifa	रिफा
fort	फोर्ट
dum	डम
dam	डम
connectment	कैनटॉनमेंट
glarten	ग्लैटन
renat	रेनाटा
order	ऑडर
off	ऑफ
da	द
jankshan	जंक्शन
kanika	कनिका
mugiyam	म्युज़ियम
off	ऑफ
vlesh	वेल्श
layif	लाइफ
fardinad	फर्डीनांड
chal	चल
chal	चल
re	रे
elephant	एलिफेंट
eveready	एवरेडी
ind	इंडस्ट्रीज़
not	ना
the	होने
the	वाली
ting	बात
baalchandra	बालचंद्र
abu	आबु
road	रोड
scotts	स्क्रॉट्स
brisca	प्रिस्का
dainik	दैन‍िक
jenmabhoomi	जन्मभूमि
avlon	एवलॉन
brown	ब्राउन
malayala	मालायला
manorama	मनोरमा
merat	मेरठ
margoux	मारगौक्स
tyub	ट्यूब
investment	इन्वेस्टमेंट
boiser	बोइसर
mastana	मस्ताना
maasook	माशूक
samastipur	समस्तीपुर
yuvaraj	युवराज
vaaltage	वाल्ट्ज
krodh	क्रोध
paul	पॉल
alaut	एलॉट
beuleriyaas	ब्यूलेरियास
shaah	शाह
behram	बेहराम
falaakataa	फलाकता
juliyas	जुलियस
seejar	सीजर
dil	दिल
tujh	तुझ
aasha	आशा
chque	चेक
point	पॉईंट
software	सॉफ़्टवेयर
technologies	टेक्नोलॉजीज़
steephen	स्टीफन
leekork	लीकॉक
award	अवार्ड
lies	ल्यूस
rajeswar	राजेश्वर
te	को
te	दिया
peak	पीक
district	डिस्ट्रिक्ट
battice	बैटिस
fort	फोर्ट
kenya	केन्या
wales	वेल्स
fargo	फ़ार्गो
casper	कैस्पर
nakodar	नकोदर
ibthaj	इब्थज
whitcomb	व्हाइटकॉम्ब
baheri	बहेरी
devayush	देवयश
chengalpattu	चेंगलपट्‍टु
bilwai	बिल्वाई
haddad	हद्दाद
vineeta	विनीता
azith	अजीथ
community	कम्युनिटी
tiruvanatapuram	तिरुवनन्तपुरम
biwi	बीवी
o	ओ
biwi	बीवी
vijayshree	विजयश्री
gewra	गेवरा
road	रोड
jalwala	जलबाला
elbit	एल्बिट
virkkodi	वीरक्कोडी
coretta	कोरीटा
scott	स्कॉट
king	किंग
east	पूरब
and	और
west	पश्चिम
magroor	मगरूर
ibhann	इभानन
jumaynah	जुमयनाह
medical	मेडिकल
imaging	इमेंजिंग
lalitchandra	ललितचंद्र
man	मन
kaa	का
meet	मीत
leelaraam	लीलाराम
vadan	वदन
periyar	पेरियार
shilpaa	शिल्पा
funerala	फियोन्यूएला
attainment	अटॉनमेंट
lutheraan	लुथेरान
fort	फोर्ट
vreydbarg	व्रेडबर्ग
rajhams	राजहंस
meygaraa	मेगरा
ijhaar	इज़हार
ajeej	अज़ीज़
mahamood	महमूद
hudai	हुदाई
muralee	मुराली
kartik	कार्तिक
radhika	राधिका
peter	पीटर
leever	लीवर
sekar	सेकरे
mahavat	महावत
post	पोस्ट
box	बॉक्स
reshma	रेश्मा
aur	और
shera	शेरा
varmount	वरमाउंट
sky	स्काई
museum	म्युज़ियम
sulalita	सुललिता
edinberg	ऐडिनबर्ग
college	कॉलेज
off	ऑफ
art	आर्ट
donnelly	डोनली
shrilekha	श्रीलेखा
state	स्टेट
form	फ़ार्म
insurance	इंश्योरेंस
eenadu	इनाडू
power	बिजली
and	और
storm	तूफ़ान
animosity	दुश्मनी
richelle	रिशेल
murray	मुर्रे
parker	पार्कर
jihad	जिहाद
dhawan	धवन
almas	अल्मस
farandole	फैरेनडोल
prestighe	प्रतिष्ठा
sachu	सच
dibrugarh	डिब्रुगढ़
lalita	ललिता
craige	क्रेग
invoice	ईवंस
sanjana	संजना
mahadevi	महादेवी
pankaj	पंकज
philadelphia	फिलाडेल्फ़िया
tanjwel	टैज़वेल
shahid	शाहिद
yaivani	यौवनी
jerman	जर्मन
historical	ह‍िस्टॉर‍िकल
museum	म्युज़ियम
golgonda	गोलकोंडा
labich	लबीब
cisco	सिस्को
reynolds	रेनॉल्ड्स
sohni	सोहनी
muktsid	मुक़्तसिद
lover	महबूब
greta	ग्रेटा
motering	ममता
and	और
miya	मियाँ
wife	बीवी
navroz	नवरोज़
tiruvannamalai	तिरुवन्नामलाई
samburwaryaar	सबुंरवरयार
unicoi	यूनीकोई
ramanuj	रामानुज
call	कॉल
girl	गर्ल
ajardah	अजरदाह
kevin	केविन
aarnate	आरनॉट
rukhsakth	रुख़सत
hollywood	हॉलीवुड
walk	वॉक
off	ऑफ
christian	क्रिश्चियन
cherry	चेरी
akhlaaq	अखलाक
styx	वैतरणी
dripping	ड्रिपिंग
springs	स्प्रिंग्स
community	कम्युनिटी
fellowship	फेलोशिप
cathy	कॅथे
bates	बेट्स
fame	फेम
madhumaan	मधुमान
these	ये
ten	तो
amazing	कमाल
be	हो
te	गया
nile	नाइल
talha	ताल्हा
jubair	जुबैर
aur	और
kown	कौन
vailemtaine	वैलेंटाइन
national	नेशनल
fok	फोक
musium	म्युज़ियम
azhar	अज़हर
exon	एक्सोन
valtej	वल्डेज
bay	बे
shoaib	शोएब
mhine	खान
dollar	डॉलर
abdul	अब्दुल
insulted	ज़लील
babupeth	बाबूपेठ
grayson	ग्रेसन
rituparan	ऋतुपर्ण
shripad	श्रीपद
katrina	कैटरीना
life	लाइफ
community	कम्युनिटी
sherman	शेर्मन
multani	मुल्तानी
amolak	अमोलक
fort	फोर्ट
fareham	फेयरहैम
courtney	कोर्टनी
lav	लव
ajmer	अजमेर
bandhan	बंधन
bakht	बख्त
maurizio	मौरिज़िओ
prabodh	प्रबोध
chandra	चन्द्र
alfrod	अल्फ़्रेड
hitchkok	हिचकॉक
faidah	फैदाह
minnaa	मिन्ना
gondhalekar	गोंधलेकर
junction	जंक्शन
tohda	टोहड़ा
kutub	क़ुत्ब
livingston	लिविंगस्टोन
kahora	कहोरा
bassa	बस्सा
time	डैम
malik	मालिक
ladva	लाडवा
kali	काली
overland	ओवरलैंड
hills	हिल्स
sarbadev	सरबदेव
anan	आनंदमयी
white	वैट
maipal	मैपल
muzium	म्युज़ियम
mai	मैं
shadi	शादी
karne	करने
basti	बस्ती
abdul	अब्दुल
ahad	अहद
shilpita	शिल्पिता
ham	हम
matvale	मतवाले
noujvan	नौजवान
julm	ज़ुल्म
kaa	का
badla	बदला
walt	वॉल्ट
whiteman	व्हिटमॅन
abdul	अब्दुल
turn	बारी
welcome	वेल्हैम
boys	बॉयज़
school	स्कूल
dehradun	देहरादून
abdul	अद्‍बुल
jai	जय
ambe	अम्बे
mam	माँ
pratighat	प्रतिघात
douza	दौसा
vuankara	वुआनकारा
marketer	मर्केटर
lines	लाइन्स
tasman	टास्मान
gunah	गुनाह
run	चला
eddie	एडी
sunday	सनडे
communications	कम्युनिकेशंस
ltd.	लिमिटेड
marva	मर्वा
husband	पति
holy	पावन
ashby	एश्बी
cemal	केमल
time	वक्त
te	के
shehzaade	शहज़ादे
jerrica	जेरिका
cycle	कालचक्र
fun	फन
law	लॉ
fort	फोर्ट
national	नेशनल
order	ऑर्डर
ikma	इक्मा
marvi	मारवी
creative	क्रिएटिव
technology	टेक्नोलॉजी
naach	नाच
capler	केप्लर
vessels	वेसल्स
painter	पेंटर
babu	बाबू
alpana	अल्पना
of	ऑफ
quebec	क्यूबेक
virdi	विरदी
malda	मालदा
terry	टेरी
alderman	एल्डरमैन
didier	डिडिएर
young	तरुण
silvain	सिल्वैन
rama	रामा
centex	सेंटेक्स
hoor	हूर
man	मैन
of	ऑफ
te	द
year	ईयर/पर्सन
of	ऑफ
te	द
year	ईयर
mediterranean	मेडिटेरेनियन
gregory	ग्रेगरी
strydom	स्ट्राएडम
sameera	समीरा
coretta	कॉरेटा
scott	स्कॉट
king	किंग
award	अवार्ड
bhaanumukhee	भानुमुखी
tirath	तीरथ
london	लंदन
o	ओ
rama	रामा
hemidih	हैमीडीह
meric	मेरिक
pringle	प्रिंगल
aalaap	आलाप
jab	जब
yaad	याद
kisi	किसी
ki	की
lutton	ल्यूटॉन
gujarat	गुजरात
samachar	समाचार
thruthivan	धृतिवान
ajhar	अज़हर
hussain	हुसैन
anuppur	अनुपपुर
junction	जंक्शन
achyutrai	अच्युतराय
debiya	डेबिया
aati	आती
hai	है
bhima	भीमा
tuder	ट्यूडर
hart	हार्ट
memorial	मेमोरियल
tofy	ट्रॉफी
shams	शम्स
samrat	सम्राट
prhithviraj	पृथ्वीराज
garrett	गैरेट
st.	सेंट
pierre	पिरेस
episcopal	एपिस्कोपाल
azibah	अजीबाह
border	सीमांत
emas	इमस
swami	स्वामी
dayanand	दयानंद
saraswati	सरस्वती
wiliamait	विलियामाइट
war	वार
in	इन
ireland	आयरलैंड
ragaad	रगाद
thadeas	थड्डेअस
gambhiri	गंभीरी
road	रोड
fort	फोर्ट
pulaski	पुलास्की
chouhan	चौहान
tera	तेरा
karam	करम
meyra	मेरा
dharam	धरम
gowri	गौरी
paja	पूजा
meindi	मैंडी
gurudas	गुरुदास
bhatkar	भाटकर
nizzar	निज़्ज़ार
roger	रॉजर
woolley	वूले
pinson	पिंसन
park	पार्क
baptist	बैपटिस्ट
prince	राजकुमार
nancy	नैन्सी
concordance	क़बूल
midnigt	मिडनाइट
payngey	पैगे
victory	विक्ट्री
assembly	असेंबली
off	ऑफ
gond	गॉड
rapti	राप्ती
haajii	हाजी
bektash	बेकताश
valii	वाली
mandoo	मांडू
oulak	औलख
louis	लुइस
vakt	वक्त
vakt	वक्त
kee	की
bat	बात
kalhaari	कलहारी
cruz	क्रुज़
order	ऑडर
off	ऑफ
nasanal	नेशनल
sikyoriti	सिक्योरिटी
merit	मेरिट
jathar	जठार
leonardo	लियोनार्डो
da	दा
vinci	विंसी
geeta	गीता
mera	मेरा
naam	नाम
mael	मेल
konneymara	कोन्नेमारा
erian	एरियन
fujacheyvs	प्यूगाचेव्स
rebilion	रिबेलियन
garma	गरमा
garam	गरम
historical	ह‍िस्टॉर‍िकल
and	एण्ड
folklohre	फोकलोर
timore	तिमोर
kullursandayi	कुल्लुरसन्दई
reservaayer	रिज़रवायर
sreekumar	श्रीकुमार
mekhala	मेखला
jef	जेफ
crove	क्रौ
pysa	पैसा
ye	ये
paisa	पैसा
abdur	अब्दुर
rashid	रशीद
abbas	अब्बास
pencilina	पेंसिलिना
shirin	शिरीन
hubba	हब्बा
sheikh	शेख
saeed	सईद
bkrah	बकराह
arch	आर्क
museum	म्युज़ियम
of	ऑफ
corinth	कॉर‍िन्थ
ram	राम
lakhan	लखन
adriano	एड्रियानो
louisiana	लूसियाना
harishchandra	हरीशचंद्र
woman	औरत
and	और
jayraint	गेरैंट
josh	जोंस
eldan	एल्डन
turntex	टर्नटेक्स
skoy	स्काय
tover	टॉवर
fort	फोर्ट
esiniboin	एसीनिबोइन
cobey	कोबे
maalibdeynam	मॉलिब्डेनम
patar	पत्थर
suhaib	सुहैब
andaz	अंदाज़
lebrador	लेब्राडोर
sanchi	सांची
stoop	स्तूप
leeting	लीडिंग
brants	ब्रांड्स
aaptibase	ऑप्टीबेस
aarkid	ऑर्किड
chemicals	केमिकल्स
marthaa	मर्था
stewart	स्टीवर्ट
almoda	अल्मोडा
vrudward	वुडवर्ड
vibhutaa	विभुता
bin	बिन
baadal	बादल
barsaat	बरसात
eldordo	एल्डोरेडो
my	मेरी
eyes	आँखें
victory	व‍िजय
karnataka	कर्नाटका
hugo	ह्यूगो
weaving	विविंग
hisham	हिशाम
kabbani	कब्बानी
haifa	हैफा
simon	साइमन
yvonne	वॉन्नी
love	प्यार
of	की
dastan	दास्तां
friendship	फ़्रेंडशिप
baptist	बैपटिस्ट
sahalpur	सहलपुर
new	न्यू
museum	म्युज़ियम
of	ऑफ
peetarsan	पीटरसन
gangapur	गंगापुर
time	डैम
goree	गेरी
se	सेओइर्स
mark	मार्क
vipin	विपिन
aayi	आई
milan	मिलन
kee	की
contemporary	कंटेम्पररी
art	आर्ट
trevor	ट्रेवर
madondo	मैडोंडो
univercity	यूनिवर्सिटी
of	ऑफ
hertfordshire	हर्टफोर्डशायर
meriel	मेरिएल
delhi	डेल्ही
junction	जंक्शन
beyla	बेला
glaxo	ग्लैक्सोस्मिथक्लाइन
bagdad	बगदाद
ka	का
chor	चोर
boo	बू
alee	अली
shah	शाह
kalandar	क़लंदर
jank	जैक
world	वर्ल्ड
heart	हार्ट
corporation	कॉर्पोरेशन
kaneez	कनीज़
elton	एल्टन
chigumbura	चिगमबुरा
my	मेरा
friend	दोस्त
abdul	अब्दुल
beesti	कहार
heiran	हेरन
bilal	बिलाल
aasad	आसद
jupiter	ज्युपिटर
bayo	बायो
bhaskar	भास्कर
university	यूनिवर्सिटी
half	ऑफ
glassgo	ग्लैसगो
ahankar	अहंकार
abhinanda	अभिनन्दा
arhat	अर्हंत
germany	जर्मनी
bilona	विलोना
abdul	अब्दुल
mugani	मुग़ानी
gajipur	गाज़ीपुर
city	सिटी
jawalpur	जबलपुर
gyanpith	ज्ञानपीठ
takley	टकले
sweety	स्वीटी
fort	फोर्ट
day	डे
carteys	कार्टेस
spectrum	स्पेक्ट्रम
signal	सिग्नल
processing	प्रोसेसिंग
balsad	बलसाड
anirud	अनिरुद्ध
jeevan	जीवन
jyoti	ज्योति
pandase	पेंडसे
mohammad	मोहम्मद
khalheel	खलिल
radha	राधा
naee	नई
imarat	इमारत
van	वेन
james	जेम्स
award	अवार्ड
indumati	इन्दुमति
doyen	डोएन
doyl	दोयल
chespek	चेस्पेक
bhaanuchand	भानुचंद
my	मेरा
muqadar	मुक़द्दर
shatadru	शतद्रु
dlink	डीलिंक
knud	कनुद
prabhrup	प्रभ्रुप
te	द
perfect	पर्फेक्ट
murder	मर्डर
nelco	नेल्को
majdi	मज्दी
amirah	अमिराह
shaw	शॉ
wallace	वैलेस
boris	बोरिस
yeltsin	येल्तसिन
mainouree	मैनपुरी
primo	प्रिमो
orlo	अर्लो
naima	नईमा
dongre	डोंगरे
sungonhdhee	सुगंधि
tungbhodra	तुंगभद्रा
arm	ऑरम
katadare	काटदरे
keshat	केशत
vanhi	वान्ही
bhattu	भट्‍टु
leela	लीला
rolta	रोल्टा
nandikar	नन्दीकर
gammon	गैमॉन
india	इंडिया
robin	रॉबिन
peterson	पीटरसन
pyar	प्यार
kee	की
bate	बातें
falcon	फाल्गुन
sisiliya	सेसिलिया
ganga	गंगा
maiya	मैया
ranganathar	रंगनाथार
vaili	वैली
(india)	(इंडिया)
richard	रिचर्ड
petri	पेट्री
junayd	जुनैद
xia	ज़िया
ranganath	रंगनाथ
miss	कुमारी
gibson	गिब्सन
nur	नूर
two	दो
forge	फॉर्ज
gratia	ग्रेटिया
najeeb	नजीब
god	ईश्वर
a	एक
dha	था
letka	लड़का
hindu	हिन्दू
american	अमेरिकन
prebala	प्रबल
raha	राहा
gemini	जेमिनी
wickremasinhghe	विक्रमासिन्घे
ajitabh	अजिताभ
george	जॉर्ज
washington	वॉशिंग्टन
order	ऑडर
half	ऑफ
polonia	पोलोनिया
restituta	रेस्टीट्यूटा
naabart	नॉबर्ट
philip	फिलिप
achalapit	अचलापति
bhilwada	भीलवाडा
shafikaha	शफीकाह
quarther	कवठार
dileina	डिलैन
apni	अपनी
chaya	छाया
dasharathi	दशरथी
ajvad	अजवाद
united	यूनाइटेड
western	वेस्टर्न
penelop	पेनेलोप
giyaf	ज्यॉफ
publics	पब्लिक्स
super	सुपर
markets	मार्केट्स
muammar	मुअम्मर
svapnali	स्वप्नाली
lal	लाल
duppatta	दुपट्टा
beer	बीर
uttham	उत्तोम
crossroads	क्रॉसरोडस
christian	क्रिश्चियन
center	सेंटर
dilan	डिलन
welcome	वेलहेम
bade	बड़े
dilwala	दिलवाला
gizela	गिज़ेला
aabha	आभा
dabaro	डॉबरो
bahiyuddin	बहियुद्दीन
alethiya	एलेथिया
shiv	शिव
charan	चरण
jal	जल
bin	बिन
nandlal	नंदलाल
sudha	सुधा
yablonoi	याब्लोनोई
khosa	खोसा
mikhaeel	मिखाइल
gorbachev	गोर्बाचेव
savad	सवाद
yungyong	युंगयोंग
hotel	होटेल
baal	बाल
machli	मछ्ली
ariyana	एरियाना
gunnar	गुन्नार
mirdal	मिर्डल
ayyash	अय्याश
ramanadhi	रामानधी
reservoir	रिज़रवायर
paitsi	पैट्सी
bainsi	बंसी
paharpur	पहारपुर
bharti	भारती
pablic	पब्लिक
skool	स्कूल
log	लॉग
awards	अवार्ड्‍स
sanchita	संचिता
univarsitee	यूनिवर्सिटी
aaf	ऑफ
bath	बाथ
jhootha	झूठा
sunflag	सनफ़्लैग
iron	आयरन
mahavira	महावीर
spinnin	स्पिनिन
lilika	लिलिका
commando	कमांडो
mount	माउंट
abu	आबू
sybil	सिबिल
narasimha	नरसिम्हा
emory	एमोरी
erno	एर्नो
achindra	अचिंद्र
shiv	शिव
leela	लीला
eye	लोचन
udhampur	ऊधमपुर
lawrence	लॉरेंस
oliver	ओलिवर
awards	अवार्ड्‍स
truth	सच
surendranagar	सुरेन्द्रनगर
wife	जोरू
of	का
bhrother	भाई
university	यूनिवर्सिटी
of	ऑफ
sussex	सुसेक्स
khwaja	ख्वाजा
mir	मीर
kaayal	कॉयल
jefrey	ज्यॉफ्री
jeet	जीत
hamaree	हमारी
chrislin	क्रिसलिन
melbourne	मेल्बॉर्न
cup	कप
kethi	केथी
hamara	हामरा
hajrah	हजराह
tawqeer	तौकीर
hill	पहाड़ी
girl	कन्या
martanda	मार्तंड
deandra	डिएण्ड्रा
shipping	शिपिंग
corp.	कॉर्प
pranati	प्रणति
chad	चाड
gowan	डेजी
sin	पाप
of	का
end	अंत
defeat	हार
victory	जीत
parindra	परिंद्र
hencoate	हेनकोट
turret	बुर्ज
al	अल
billion	अरब
dard	दर्द
vinamr	विनम्र
laviniya	लविनिया
bilniyas	बिल्नियस
goswami	गोस्वामी
tulasidas	तुलसीदास
caroline	कैरोलिन
sargam	सरगम
ammasandra	अम्मासंद्रा
baharuddin	बहाउद्दीन
hotel	होटेल
saran	शरण
johar	जौहर
in	इन
kashmir	कश्मीर
sapanom	सपनों
ka	का
saudakar	सौदागर
johnson	जॉनसन
elan	एलन
julfikar	जुल्फिकार
te	द
australian	ऑस्ट्रेलियन/वोगेल
literary	लिट्रेरी
award	अवार्ड
eddie	एडी
wachovia	वैकॉविया
corp.	कॉर्प
kalahari	कलाहारी
gemsbok	जेम्सबॉक
border	बोर्डर
medal	मेडल
boxer	बॉक्सर
aetna	एट्ना
thornton	थोरंटन
baptla	बापत्ला
jasus	जासूस
adityavardhan	आदित्यवर्धन
bagevadi	बागेवदी
norbert	नॉरबेर्ट
bedrooms	बेडरूम
story	स्टोरी
brady	ब्रैडी
bahi	बाहि
bataan	बटान
dharam	धरम
cambrel	काँटा
bernie	बर्नी
rogers	रॉजर्स
tunishia	टुनिशिया
veenar	वीनर
prize	प्राइज़
in	इन
applied	अप्लाएड
mathematics	मैथेमेटिक्स
cosete	कोसेट
estrogenica	एस्ट्राज़ेनेका
meena	मीना
manisha	मनीषा
swapana	स्वप्ना
ulupi	उलुपी
fiorina	फ्लोर‍िना
museum	म्युज़ियम
of	ऑफ
modern	मॉडर्न
art	आर्ट
orava	ओरावा
terry	टेरी
satan	शैतान
of	का
barh	बार्ह
parayee	पराई
aag	आग
maiya	मैया
jiyan	ज़िया
fort	फोर्ट
viliam	विलियम
tokantins	टोकनटिंस
eddo	एड्डो
brandes	ब्रन्डेस
swaroopa	स्वरूपा
vikarse	विकर्स
da	द
hindu	ह‍िन्दू
mokokachunga	मोकोकचुंग
ilsee	इल्सी
bangura	बांकुरा
tirel	डैरेल
sowthena	सौतेला
beta	बेटा
loop	पाश
kalhan	कल्हण
tikkekar	टिकेकर
incredimail	इंक्रेडिमेल
anthrhopophagous	आदमखोर
bansari	बंसरी
chitradurga	चित्रदुर्ग
lanthanum	लैंथनम
alisa	अलिसा
shakeel	शकील
maharnav	महार्नव
aristotl	एरीस्टोटल
onassis	ओनासि‍स
sydney	सिडनी
sumter	सम्टर
goudy	गॉडी
batuque	बैट्यूक
rangeela	रंगीला
raja	राजा
mohabbat	मोहब्बत
patterson	पैटर्सन
thompson	थॉमप्सन
bhlast	धमन
banmankhi	बानमंखी
junction	जंक्शन
oil	तेल
aviv	अविव
kamini	कामिनी
prasoon	प्रसून
thhkaf	थ़काफ
our	और
jang	जंग
mahabal	महाबल
deepmala	दीपमाला
dayn	डैन
david	डेविड
prize	प्राइज़
basva	बसावा
sagar	सागर
daim	डैम
khallaad	खल्लाद
usha	ऊषा
martin	मार्टिन
chapra	छपरा
kacheri	कचेरी
farkating	फर्कटिंग
junction	जंक्शन
tirupparamkunram	तिरुप्पराम्कुंरम
subrat	सुब्रत
kodegu	कोडगू
divish	डिविस
laibsha	लैब्स
thtavalikar	ढवलीकर
morelaa	मोरेला
hrushn	हुस्न
kaa	का
gulaam	गुलाम
shiv	शिव
shakti	शक्ति
arub	अरुब
renu	रेणु
areeb	अरीब
glford	गल्फोर्ड
manmayi	मन्मयी
guneru	गुनेरु
bamori	बामोरी
pradyot	प्रद्योत
wisden	विस्डन
cricketer	क्रिकेटर
of	ऑफ
chandan	चंदन
ka	का
palna	पालना
eldona	एल्डोना
mam	मेम
didi	दीदी
fakhirah	फखीराह
ligoon	लैगून
kamnte	कॉन्टे
varde	वर्डे
te	द
year	ईयर
billion	अरब
wolf	वॉल्फ
prize	प्राइज़
these	इन
mathematics	मैथमेटिक्स
paddi	पद्दी
uniqhue	अनोखा
union	मिलन
highway	हाईवे
holdings	होल्डिंग्स
kaaleecharan	कालीचरण
veria	वेर‍िया
folklore	फोकलोर
museum	म्युज़ियम
labangalata	लबंगलता
prize	प्राइज़
angraj	अंगराज
auto	ओटो
abdul	अब्दुल
wahab	वहाब
thambalahalli	थम्बलाहाली
reservoir	रिज़रवायर
tamas	टामस
aderyn	एडरिन
laalmani	लालमणि
shannon	शेन्नॉन
augustus	ऑगस्टस
frans	फ़्रांस
telicom	टेलीकॉम
jastise	जस्टिस
choudhary	चौधरी
janam	जनम
janam	जनम
husn	हुस्न
aur	और
ishq	इश्क़
bisla	बिस्ला
weltina	वेल्टीना
bisley	बिस्ले
ektel	एक्टेल
rohit	रोहित
fort	फोर्ट
biz	बिज
tinhaven	तीनहॉवेन
anant	अनंत
vardah	वर्दाह
shkeekah	श़की़काह
sultani	सुल्तानी
divali	दिवाली
kee	की
raat	रात
ghanouli	घनौली
prema	प्रेमा
randanee	रॉडनी
denis	डेनिस
lily	लिली
dudhvhakarhaa	दुधवाखरा
larchmant	लार्चमॉन्ट
bagha	बाघा
fatehgarh	फतेहगढ़
sahib	साहिब
safwan	सफवान
ramgadia	रामगड़िया
sadeed	सदीद
ahmednagar	अहमदनगर
accident	ऐक्सीडेंट
air	हवा
palace	महल
zaareh	ज़ारेह
usman	उस्मान
daan	दान
fodiyo	फोडियो
khadikar	खडीकर
kyshoori	कैशोरी
rang	रंगा
aavur	और
raaja	राजा
khudayi	खुदाई
avenue	एवेन्यू
ansaha	अनसाह
abdush	अब्दुस
sakur	शकूर
gosowi	गोसावी
tarun	तरुण
bharat	भारत
eksombo	एकोसोम्बो
dam	डैम
iodine	आयोडीन
khidamtagar	खिदमतगार
jaan	जॉन
hencook	हेनकॉक
center	सेन्टर
jungali	जंगली
greem	ग्रीम
bud	वुड
elen	ऐलन
mulali	मुलाली
aedi	एडी
richard	रिचर्ड
simms	सिम्स
terribile	टेरिबल
jimmy	जिमी
hendrix	हैंड्रिक्स
deshlpr	देशलपर
ray	रे
illingworth	इलिंगवर्थ
melia	मेलिया
red	लाल
ligt	बत्ती
nigt	रात
darhk	अंधेरी
whas	थी
nashit	नाशित
strawberries	स्ट्रॉबेरी
fields	फील्ड्स
world	वर्ल्ड
school	स्कूल
sadanand	सदानंद
vishwanath	विश्वनाथ
kupwada	कुपवाड़ा
saanch	साँच
ko	को
aanch	आँच
naahi	नहीं
shan	शॉन
udal	उदल
venu	वेणु
fort	फोर्ट
mcnair	मैकनायर
abdul	अब्दुल
qayyum	कय्यूम
romeo	रोमियो
juliet	जुलियट
gyaanaprakaas	ज्ञानप्रकाश
joan	जोएन
bays	बेज़
kiefer	कीफर
fort	फॅर्ट
mavenji	मवेंजी
mavena	म्वेना
agnija	अग्निजा
gundereeppalam	गुन्देरीप्पलम
resorvoir	रिज़रवायर
wahbaan	वाहबान
ileta	एलेटा
gitanjali	गीतांजलि
adalat	अदालत
ijaz	इजाज़
ticonderega	टिकोन्डेरोगा
ek	एक
din	दिन
aadhi	आधी
raat	रात
larami	लारामी
jamin	ज़मीन
aashman	आसमान
pit	पिट
michael	माइकल
ahmed	अहमद
pirelli	पिरेली
award	अवार्ड
bhrother	भाई
afhter	आखिर
bhrother	भाई
te	होता
is	है
rakhi	राखी
of	की
clark	क्लार्क
jarj	जॉर्ज
beston	वेस्टन
rahat	राहत
khuddar	खुद्दार
rojar	रॉजर
dornakal	दोरनाकल
jaunksan	जंक्शन
rik	रिक
rang	रंग
sowganhdh	सौगंध
veronika	वेरोनिक
jaygadh	जयगढ़
fort	फोर्ट
indomtable	इंडोम्टेबल
caarban	कॉबॉर्न
steevan	स्टीवन
hawnking	हॉकिंग
rajmani	राजमणि
ayushmati	आयुष्मति
hall	महल
demands	डिंडुगुल
junction	जंक्शन
darhk	अंधेर
town	नगरी
wreck	चौपट
king	राजा
academic	एगोस्तिनो
paul	पॉल
end	एण्ड
rekkah	रैकाह
rootland	रूटलैंड
dick	डिक
grigory	ग्रीगोरी
madhumita	मधुमिता
arafura	अराफुरा
romantic	रोमांटिक
india	इंडिया
ek	एक
kay	के
